id|breed|animal_name|species|animal_birth|outpatient|hospitalization|operation|patella|skin_disease|dental|urinary|liability|insurance_choice
747|139|±ט±ÖÀÌ|2|2|3|2|2|1|5|3|5|4|27
748|139|±ט±ÖÀÌ|2|3|4|4|5|3|3|5|3|2|21
749|139|±ט±ÖÀÌ|2|4|5|3|3|1|3|1|4|3|27
750|139|±ט±ÖÀÌ|2|5|2|4|4|4|2|4|5|4|22
751|139|±ט±ÖÀÌ|2|6|3|2|5|2|5|3|2|5|27
752|139|±ט±ÖÀÌ|2|7|5|5|3|3|1|5|3|2|21
753|139|±ט±ÖÀÌ|2|8|2|3|2|5|1|2|2|4|27
754|139|±ט±ÖÀÌ|2|0|4|4|4|4|5|3|5|1|27
755|139|±ט±ÖÀÌ|2|1|3|1|5|2|3|4|1|2|21
756|140|±ט±ÖÀÌ|2|2|5|3|1|3|4|2|4|3|73
757|140|±ט±ÖÀÌ|2|3|2|2|2|4|1|5|2|2|21
758|140|±ט±ÖÀÌ|2|4|4|4|3|3|3|1|3|5|21
759|140|±ט±ÖÀÌ|2|5|3|2|4|4|4|5|5|3|71
760|140|±ט±ÖÀÌ|2|6|2|3|2|2|2|2|2|4|21
761|140|±ט±ÖÀÌ|2|7|4|1|5|5|5|4|3|4|72
762|140|±ט±ÖÀÌ|2|8|3|4|3|3|3|3|4|2|6
763|140|±ט±ÖÀÌ|2|0|5|1|4|4|4|1|5|3|27
764|140|±ט±ÖÀÌ|2|1|2|5|5|1|2|2|4|5|22
765|140|±ט±ÖÀÌ|2|2|4|2|2|5|3|5|3|2|73
766|141|±ט±ÖÀÌ|2|3|5|3|3|2|4|3|1|4|27
767|141|±ט±ÖÀÌ|2|4|2|4|5|3|5|4|2|1|21
768|141|±ט±ÖÀÌ|2|5|4|5|2|4|4|4|4|2|27
769|141|±ט±ÖÀÌ|2|6|3|2|4|5|5|2|2|4|27
770|141|±ט±ÖÀÌ|2|7|2|4|3|3|2|5|3|4|27
771|141|±ט±ÖÀÌ|2|8|4|3|5|5|5|1|3|5|27
772|141|±ט±ÖÀÌ|2|0|3|5|2|2|3|4|1|3|27
773|141|±ט±ÖÀÌ|2|1|2|1|4|5|4|3|3|2|6
774|141|±ט±ÖÀÌ|2|2|4|4|3|2|5|4|4|4|21
775|141|±ט±ÖÀÌ|2|3|1|2|2|4|2|2|2|4|28
776|141|±ט±ÖÀÌ|2|4|2|3|4|3|3|5|3|5|21
777|142|±ט±ÖÀÌ|2|5|3|1|3|1|5|3|5|3|28
778|142|±ט±ÖÀÌ|2|6|1|5|5|4|2|4|1|5|27
779|142|±ט±ÖÀÌ|2|7|4|2|2|1|4|1|5|4|27
780|142|±ט±ÖÀÌ|2|8|2|4|4|4|3|4|3|5|21
781|142|±ט±ÖÀÌ|2|0|3|1|5|5|1|3|4|2|21
782|142|±ט±ÖÀÌ|2|1|4|3|2|2|4|2|1|4|21
783|142|±ט±ÖÀÌ|2|2|2|2|4|3|1|4|3|5|27
784|142|±ט±ÖÀÌ|2|3|3|4|3|4|4|3|4|4|27
785|142|±ט±ÖÀÌ|2|4|4|3|2|1|5|4|2|3|28
786|142|±ט±ÖÀÌ|2|5|3|5|4|5|2|5|5|5|22
787|143|±ט±ÖÀÌ|2|6|5|2|3|3|3|3|3|4|21
788|143|±ט±ÖÀÌ|2|7|3|1|2|3|4|1|4|5|28
789|143|±ט±ÖÀÌ|2|8|2|2|4|2|1|2|2|4|27
790|143|±ט±ÖÀÌ|2|0|3|3|1|5|5|3|3|4|5
791|143|±ט±ÖÀÌ|2|1|4|4|2|1|3|2|4|3|71
792|143|±ט±ÖÀÌ|2|2|3|2|3|2|3|5|5|2|21
793|143|±ט±ÖÀÌ|2|3|5|5|1|4|2|3|4|5|21
794|143|±ט±ÖÀÌ|2|4|1|2|4|3|5|4|5|3|5
795|143|±ט±ÖÀÌ|2|5|3|3|2|5|1|2|2|4|27
796|143|±ט±ÖÀÌ|2|6|2|5|3|1|2|3|5|3|71
797|144|±ט±ÖÀÌ|2|7|4|4|4|2|3|4|3|4|27
798|144|±ט±ÖÀÌ|2|8|3|2|2|3|5|2|4|2|27
799|144|±ט±ÖÀÌ|2|2|2|3|3|5|1|3|5|5|21
800|144|±ט±ÖÀÌ|2|4|4|4|4|4|4|3|2|3|21
801|81|¶Ç¶Ç|1|0|3|3|3|5|5|5|5|3|64
802|81|¶Ç¶Ç|1|1|5|5|5|3|3|3|3|1|76
803|81|¶Ç¶Ç|1|2|3|3|3|5|5|2|2|1|52
804|81|¶Ç¶Ç|1|3|2|2|5|2|2|2|2|5|49
805|81|¶Ç¶Ç|1|4|3|3|3|3|3|3|3|3|1
806|81|¶Ç¶Ç|1|5|5|5|5|5|5|5|5|5|75
807|81|¶Ç¶Ç|1|6|1|1|1|1|1|1|1|5|46
808|81|¶Ç¶Ç|1|7|2|2|2|4|4|4|1|1|14
809|81|¶Ç¶Ç|1|8|2|4|2|5|3|3|2|5|56
810|81|¶Ç¶Ç|1|1|4|4|1|5|3|2|3|2|47
811|82|¶Ç¶Ç|1|2|2|5|5|2|1|3|2|4|76
812|82|¶Ç¶Ç|1|3|2|2|2|3|3|3|3|2|27
813|82|¶Ç¶Ç|1|4|3|2|3|4|4|5|4|4|52
814|82|¶Ç¶Ç|1|5|1|1|1|1|1|1|1|1|46
815|82|¶Ç¶Ç|1|6|5|5|5|5|5|5|5|5|8
816|82|¶Ç¶Ç|1|7|3|3|3|3|3|3|3|3|44
817|82|¶Ç¶Ç|1|8|2|4|1|5|5|1|1|5|53
818|82|¶Ç¶Ç|1|0|2|2|5|1|1|1|1|5|77
819|82|¶Ç¶Ç|1|1|3|3|3|5|4|3|2|1|14
820|82|¶Ç¶Ç|1|2|5|5|5|1|1|1|1|1|77
821|51|¶Ç¶Ç|1|0|1|1|1|1|1|1|1|1|26
822|51|¶Ç¶Ç|1|1|2|2|5|2|1|2|2|2|77
823|51|¶Ç¶Ç|1|2|3|2|3|3|2|3|2|3|53
824|51|¶Ç¶Ç|1|3|1|3|4|3|2|3|1|3|61
825|51|¶Ç¶Ç|1|4|3|3|2|2|3|3|2|1|9
826|51|¶Ç¶Ç|1|5|5|1|3|3|5|3|3|4|53
827|51|¶Ç¶Ç|1|6|1|2|5|4|3|4|3|4|56
828|51|¶Ç¶Ç|1|7|3|3|1|4|4|3|4|5|3
829|51|¶Ç¶Ç|1|8|4|3|2|4|2|1|5|5|20
830|51|¶Ç¶Ç|1|1|1|4|2|3|3|5|3|5|69
831|52|¶Ç¶Ç|1|2|3|4|3|3|5|5|4|4|61
832|52|¶Ç¶Ç|1|3|4|5|3|3|1|1|2|4|47
833|52|¶Ç¶Ç|1|4|1|5|1|2|2|2|3|2|78
834|52|¶Ç¶Ç|1|5|2|4|2|2|2|5|5|2|48
835|52|¶Ç¶Ç|1|6|4|3|3|1|3|2|1|2|10
836|52|¶Ç¶Ç|1|7|3|3|3|1|3|4|2|1|78
837|52|¶Ç¶Ç|1|8|5|2|4|1|1|1|2|2|24
838|52|¶Ç¶Ç|1|0|5|1|4|2|2|4|3|1|78
839|52|¶Ç¶Ç|1|1|5|1|5|3|3|5|3|2|48
840|52|¶Ç¶Ç|1|2|3|2|5|2|3|5|1|1|51
841|52|¶Ç¶Ç|1|0|3|2|4|3|4|1|2|3|51
842|52|¶Ç¶Ç|1|1|3|3|3|4|4|2|3|3|20
843|63|¶Ç¶Ç|1|2|2|3|3|4|5|2|3|3|52
844|65|¶Ç¶Ç|1|3|1|4|2|4|5|3|4|4|56
845|53|¶Ç¶Ç|1|4|1|3|1|5|4|3|4|4|1
846|53|¶Ç¶Ç|1|5|2|3|1|5|3|4|5|3|64
847|53|¶Ç¶Ç|1|6|3|2|2|5|3|4|5|4|47
848|53|¶Ç¶Ç|1|7|3|3|2|4|2|5|4|3|46
849|53|¶Ç¶Ç|1|8|4|3|3|4|1|5|3|4|59
850|53|¶Ç¶Ç|1|1|4|4|3|3|1|2|3|1|52
851|53|¶Ç¶Ç|1|2|4|4|4|3|2|1|2|5|27
852|53|¶Ç¶Ç|1|3|3|5|3|3|2|1|1|1|46
853|53|¶Ç¶Ç|1|4|3|5|3|3|3|2|1|5|78
854|54|¶Ç¶Ç|1|5|2|4|2|2|3|4|2|1|27
855|54|¶Ç¶Ç|1|6|2|3|2|2|4|4|2|5|76
856|54|¶Ç¶Ç|1|7|1|3|3|1|3|3|3|1|54
857|54|¶Ç¶Ç|1|8|1|2|3|2|3|4|3|2|74
858|54|¶Ç¶Ç|1|0|1|2|1|2|2|3|4|2|49
859|54|¶Ç¶Ç|1|1|3|2|2|3|1|4|3|2|79
860|54|¶Ç¶Ç|1|2|4|2|3|2|2|3|3|2|66
861|54|¶Ç¶Ç|1|0|4|2|1|2|2|5|2|3|25
862|54|¶Ç¶Ç|1|1|5|1|2|1|3|5|4|3|52
863|54|¶Ç¶Ç|1|2|5|1|3|1|3|5|5|4|58
864|54|¶Ç¶Ç|1|3|5|1|4|2|1|3|5|4|53
865|54|¶Ç¶Ç|1|4|5|2|5|2|2|4|4|5|3
866|54|¶Ç¶Ç|1|5|3|2|5|3|4|3|3|5|64
867|55|¶Ç¶Ç|1|6|3|3|3|3|4|1|4|3|17
868|55|¶Ç¶Ç|1|7|3|3|4|4|5|1|4|4|14
869|55|¶Ç¶Ç|1|8|4|3|2|4|5|1|5|3|44
870|55|¶Ç¶Ç|1|1|2|4|3|5|5|1|5|2|53
871|55|¶Ç¶Ç|1|2|1|5|5|5|1|2|4|3|77
872|55|¶Ç¶Ç|1|3|2|5|1|5|5|2|4|4|2
873|55|¶Ç¶Ç|1|4|2|5|2|4|1|3|3|3|77
874|55|¶Ç¶Ç|1|5|3|5|2|4|2|3|2|3|77
875|55|¶Ç¶Ç|1|6|2|5|3|3|5|4|2|2|79
876|55|¶Ç¶Ç|1|7|2|4|3|3|2|4|2|2|51
877|55|¶Ç¶Ç|1|8|1|4|1|2|5|5|2|3|79
878|55|¶Ç¶Ç|1|0|2|3|2|2|4|5|3|4|67
879|56|¶Ç¶Ç|1|1|2|2|3|1|2|4|2|5|15
880|56|¶Ç¶Ç|1|2|4|2|3|1|4|3|1|5|74
881|56|¶Ç¶Ç|1|0|4|1|4|1|3|3|2|5|16
882|56|¶Ç¶Ç|1|1|4|1|4|1|2|3|1|1|51
883|56|¶Ç¶Ç|1|2|4|1|5|1|3|3|1|5|59
884|56|¶Ç¶Ç|1|3|4|2|5|2|2|4|2|1|26
885|56|¶Ç¶Ç|1|4|3|2|4|2|3|4|2|3|47
886|56|¶Ç¶Ç|1|5|2|1|3|2|4|5|2|5|55
887|56|¶Ç¶Ç|1|6|2|2|3|3|1|2|2|2|52
888|56|¶Ç¶Ç|1|7|3|2|2|3|1|3|2|1|46
889|56|¶Ç¶Ç|1|8|4|3|1|3|2|3|3|5|56
890|56|¶Ç¶Ç|1|1|5|3|1|5|3|2|1|1|52
891|56|¶Ç¶Ç|1|2|5|3|2|5|3|1|1|2|47
892|56|¶Ç¶Ç|1|3|4|2|2|5|4|1|1|3|79
893|56|¶Ç¶Ç|1|4|3|2|3|5|4|1|1|3|10
894|56|¶Ç¶Ç|1|5|2|1|3|4|5|1|2|2|44
895|57|¶Ç¶Ç|1|6|3|1|4|4|5|1|2|4|18
896|57|¶Ç¶Ç|1|7|3|2|3|3|5|4|3|4|26
897|57|¶Ç¶Ç|1|8|3|2|3|3|4|2|3|5|18
898|57|¶Ç¶Ç|1|0|2|3|2|2|1|3|4|5|53
899|57|¶Ç¶Ç|1|1|2|3|1|2|1|5|4|4|27
900|57|¶Ç¶Ç|1|2|2|4|2|1|3|1|4|1|46
901|57|¶Ç¶Ç|1|0|1|4|2|1|3|2|5|1|67
902|57|¶Ç¶Ç|1|1|1|5|3|1|4|2|5|2|74
903|57|¶Ç¶Ç|1|2|1|5|3|1|4|3|4|3|58
904|57|¶Ç¶Ç|1|3|2|5|1|2|5|3|3|3|26
905|57|¶Ç¶Ç|1|4|2|5|2|2|5|1|3|3|50
906|57|¶Ç¶Ç|1|5|2|5|2|2|4|2|5|4|57
907|57|¶Ç¶Ç|1|6|2|4|3|3|4|3|2|4|57
908|57|¶Ç¶Ç|1|7|3|4|3|4|3|3|1|4|78
909|57|¶Ç¶Ç|1|8|3|3|4|2|3|4|4|5|76
910|58|¶Ç¶Ç|1|1|3|3|4|3|2|4|3|5|48
911|58|¶Ç¶Ç|1|2|4|2|4|5|2|5|5|5|67
912|58|¶Ç¶Ç|1|3|4|2|3|1|1|5|4|4|77
913|58|¶Ç¶Ç|1|4|4|3|3|2|1|4|4|4|75
914|58|¶Ç¶Ç|1|5|5|3|2|2|2|3|3|3|59
915|58|¶Ç¶Ç|1|6|5|4|3|3|2|3|2|3|61
916|58|¶Ç¶Ç|1|7|5|3|2|3|3|2|3|3|58
917|58|¶Ç¶Ç|1|8|5|2|1|1|3|1|5|2|15
918|58|¶Ç¶Ç|1|0|4|1|2|2|4|1|3|1|46
919|58|¶Ç¶Ç|1|1|4|1|3|3|4|2|1|1|78
920|58|¶Ç¶Ç|1|2|5|2|1|3|5|2|3|1|74
921|58|¶Ç¶Ç|1|0|4|3|2|4|5|3|2|1|9
922|58|¶Ç¶Ç|1|1|5|3|3|4|5|3|5|2|52
923|58|¶Ç¶Ç|1|2|4|3|4|5|5|4|1|3|46
924|58|¶Ç¶Ç|1|3|5|4|3|5|4|3|2|3|46
925|58|¶Ç¶Ç|1|4|1|4|4|4|4|3|2|4|49
926|59|¶Ç¶Ç|1|5|1|4|3|3|4|2|3|4|2
927|59|¶Ç¶Ç|1|6|1|3|5|3|3|3|3|5|64
928|59|¶Ç¶Ç|1|7|2|3|2|2|3|4|1|5|51
929|59|¶Ç¶Ç|1|8|2|2|5|1|2|4|1|5|48
930|59|¶Ç¶Ç|1|1|2|2|5|1|2|5|4|4|10
931|59|¶Ç¶Ç|1|2|3|2|3|2|2|5|4|4|24
932|59|¶Ç¶Ç|1|3|3|3|4|2|2|4|5|3|53
933|59|¶Ç¶Ç|1|4|3|3|1|3|1|3|5|3|56
934|59|¶Ç¶Ç|1|5|3|4|1|3|1|3|1|2|75
935|59|¶Ç¶Ç|1|6|4|4|2|4|1|2|2|2|56
936|59|¶Ç¶Ç|1|7|4|4|5|3|2|1|3|4|47
937|59|¶Ç¶Ç|1|8|5|5|2|3|2|1|3|2|58
938|59|¶Ç¶Ç|1|0|5|5|3|2|3|2|4|3|50
939|59|¶Ç¶Ç|1|1|5|5|2|1|3|2|4|5|55
940|59|¶Ç¶Ç|1|2|5|5|3|1|4|3|5|1|75
941|59|¶Ç¶Ç|1|0|5|4|1|2|4|3|1|2|58
942|59|¶Ç¶Ç|1|1|5|5|2|3|5|4|5|2|57
943|60|¶Ç¶Ç|1|2|4|5|3|4|5|3|1|3|47
944|60|¶Ç¶Ç|1|3|4|4|4|4|5|3|2|3|75
945|60|¶Ç¶Ç|1|4|3|4|4|5|5|2|2|1|52
946|60|¶Ç¶Ç|1|5|3|3|3|5|5|5|1|2|50
947|60|¶Ç¶Ç|1|6|2|2|3|5|3|1|2|3|20
948|60|¶Ç¶Ç|1|7|2|2|1|5|4|1|3|3|19
949|60|¶Ç¶Ç|1|8|2|2|3|5|2|2|3|4|14
950|60|¶Ç¶Ç|1|1|2|3|4|4|3|2|4|4|69
951|60|¶Ç¶Ç|1|2|1|3|3|4|5|2|4|5|65
952|60|¶Ç¶Ç|1|3|1|2|4|4|1|1|5|5|75
953|60|¶Ç¶Ç|1|4|1|2|3|3|2|5|5|4|76
954|60|¶Ç¶Ç|1|5|2|2|1|3|2|1|5|3|47
955|60|¶Ç¶Ç|1|6|2|1|1|2|3|2|4|3|15
956|60|¶Ç¶Ç|1|7|1|1|4|2|3|2|4|2|51
957|60|¶Ç¶Ç|1|8|2|1|3|1|1|3|3|1|78
958|60|¶Ç¶Ç|1|0|2|1|5|1|2|3|3|1|66
959|60|¶Ç¶Ç|1|1|3|1|5|1|3|1|2|2|10
960|60|¶Ç¶Ç|1|2|3|2|5|1|3|2|2|2|59
961|61|¶Ç¶Ç|1|0|4|2|4|1|4|1|1|3|18
962|61|¶Ç¶Ç|1|1|1|1|4|2|4|1|1|3|77
963|61|¶Ç¶Ç|1|2|5|1|3|2|5|1|1|4|79
964|61|¶Ç¶Ç|1|3|5|2|3|1|5|1|2|3|25
965|61|¶Ç¶Ç|1|4|5|2|2|2|4|2|2|3|50
966|61|¶Ç¶Ç|1|5|4|3|2|2|3|3|2|2|61
967|61|¶Ç¶Ç|1|6|3|3|1|2|3|3|1|1|26
968|61|¶Ç¶Ç|1|7|3|4|1|1|2|3|2|2|53
969|61|¶Ç¶Ç|1|8|3|4|2|2|1|1|2|2|26
970|61|¶Ç¶Ç|1|1|2|5|2|2|1|2|3|3|74
971|61|¶Ç¶Ç|1|2|2|5|3|3|2|3|3|3|50
972|61|¶Ç¶Ç|1|3|1|4|3|3|2|3|4|3|60
973|61|¶Ç¶Ç|1|4|1|4|2|3|3|4|4|1|77
974|61|¶Ç¶Ç|1|5|1|3|2|4|3|4|4|2|3
975|61|¶Ç¶Ç|1|6|2|2|3|4|4|5|5|2|46
976|61|¶Ç¶Ç|1|7|2|1|3|5|3|5|5|3|46
977|61|¶Ç¶Ç|1|8|3|1|1|5|3|5|5|3|75
978|61|¶Ç¶Ç|1|0|3|1|4|5|2|5|5|1|66
979|62|¶Ç¶Ç|1|1|4|2|4|5|5|1|5|4|10
980|62|¶Ç¶Ç|1|2|4|2|5|5|4|1|4|4|47
981|62|¶Ç¶Ç|1|0|4|3|5|5|4|2|4|4|47
982|62|¶Ç¶Ç|1|1|3|3|3|5|4|5|2|1|9
983|62|¶Ç¶Ç|1|2|2|3|2|5|5|3|3|5|65
984|62|¶Ç¶Ç|1|3|2|4|3|4|5|4|5|1|49
985|62|¶Ç¶Ç|1|4|1|4|3|4|1|5|1|2|52
986|62|¶Ç¶Ç|1|5|1|5|3|3|1|3|2|2|74
987|62|¶Ç¶Ç|1|6|1|5|2|3|2|4|2|2|60
988|62|¶Ç¶Ç|1|7|2|5|1|2|3|3|3|3|4
989|62|¶Ç¶Ç|1|8|2|4|2|2|3|4|3|3|61
990|62|¶Ç¶Ç|1|1|3|3|3|1|4|5|1|1|25
991|62|¶Ç¶Ç|1|2|4|2|1|1|5|3|2|2|76
992|62|¶Ç¶Ç|1|3|4|2|2|1|5|1|3|3|27
993|62|¶Ç¶Ç|1|4|5|2|1|2|5|1|3|4|24
994|62|¶Ç¶Ç|1|5|5|2|1|2|1|5|4|5|28
995|62|¶Ç¶Ç|1|6|5|1|2|1|2|2|4|5|64
996|63|¶Ç¶Ç|1|7|5|1|3|1|2|2|5|5|62
997|63|¶Ç¶Ç|1|8|4|2|3|2|1|5|5|3|44
998|63|¶Ç¶Ç|1|0|3|2|4|2|1|3|4|3|25
999|63|¶Ç¶Ç|1|1|3|3|4|3|2|4|3|3|75
1000|63|¶Ç¶Ç|1|2|2|3|3|3|1|3|3|3|50
1001|63|¶Ç¶Ç|1|0|2|4|3|4|2|4|2|4|52
1002|63|¶Ç¶Ç|1|1|1|4|4|5|3|1|1|4|75
1003|63|¶Ç¶Ç|1|2|1|4|2|5|4|2|1|2|52
1004|63|¶Ç¶Ç|1|3|2|5|3|5|4|4|2|2|50
1005|63|¶Ç¶Ç|1|4|2|5|4|5|5|3|2|3|75
1006|63|¶Ç¶Ç|1|5|3|5|5|5|5|4|3|1|7
1007|63|¶Ç¶Ç|1|6|4|4|5|5|5|4|3|2|8
1008|63|¶Ç¶Ç|1|7|3|4|5|5|4|2|4|1|78
1009|63|¶Ç¶Ç|1|8|3|3|4|5|4|3|3|2|49
1010|63|¶Ç¶Ç|1|1|2|3|3|5|4|5|3|1|9
1011|63|¶Ç¶Ç|1|2|3|3|4|5|3|1|2|3|20
1012|63|¶Ç¶Ç|1|3|3|2|3|4|3|2|4|4|62
1013|63|¶Ç¶Ç|1|4|4|2|2|4|1|2|5|4|49
1014|63|¶Ç¶Ç|1|5|4|2|3|3|1|3|5|4|47
1015|63|¶Ç¶Ç|1|6|5|1|1|3|1|3|4|5|45
1016|63|¶Ç¶Ç|1|7|5|1|1|2|1|1|3|5|47
1017|64|¶Ç¶Ç|1|8|5|1|2|2|2|2|4|5|45
1018|64|¶Ç¶Ç|1|0|1|2|2|2|2|3|4|4|19
1019|64|¶Ç¶Ç|1|1|2|2|3|1|2|3|5|4|66
1020|64|¶Ç¶Ç|1|2|3|3|3|1|1|4|5|3|76
1021|64|¶Ç¶Ç|1|0|3|3|4|1|1|4|4|3|52
1022|64|¶Ç¶Ç|1|1|2|4|4|1|1|5|4|2|76
1023|64|¶Ç¶Ç|1|2|3|4|5|1|1|5|3|2|59
1024|64|¶Ç¶Ç|1|3|3|4|5|2|2|4|2|2|75
1025|64|¶Ç¶Ç|1|4|4|5|4|2|2|3|2|3|58
1026|64|¶Ç¶Ç|1|5|5|5|4|2|3|3|2|3|77
1027|64|¶Ç¶Ç|1|6|5|5|4|1|4|2|2|4|61
1028|64|¶Ç¶Ç|1|7|4|5|3|1|4|1|3|3|47
1029|64|¶Ç¶Ç|1|8|3|5|3|2|4|1|2|2|55
1030|64|¶Ç¶Ç|1|1|2|4|3|2|5|2|1|2|51
1031|64|¶Ç¶Ç|1|2|3|4|4|2|5|2|2|1|26
1032|64|¶Ç¶Ç|1|3|3|3|4|2|5|3|1|1|74
1033|64|¶Ç¶Ç|1|4|2|3|4|2|5|3|1|2|51
1034|64|¶Ç¶Ç|1|5|1|3|4|1|5|4|2|2|51
1035|65|¶Ç¶Ç|1|6|2|3|1|1|5|3|2|3|59
1036|65|¶Ç¶Ç|1|7|1|2|3|1|4|3|2|3|76
1037|65|¶Ç¶Ç|1|8|2|2|3|2|4|2|2|3|52
1038|65|¶Ç¶Ç|1|0|3|1|3|2|4|1|2|3|48
1039|65|¶Ç¶Ç|1|1|3|1|2|2|3|2|3|4|46
1040|65|¶Ç¶Ç|1|2|4|1|2|3|2|3|1|4|15
1041|65|¶Ç¶Ç|1|0|4|2|2|3|2|3|1|4|48
1042|65|¶Ç¶Ç|1|1|3|2|3|4|1|3|1|5|49
1043|65|¶Ç¶Ç|1|2|2|3|3|4|1|1|1|5|45
1044|65|¶Ç¶Ç|1|3|3|3|3|4|2|1|2|5|9
1045|65|¶Ç¶Ç|1|4|4|4|4|4|2|1|2|5|46
1046|65|¶Ç¶Ç|1|5|1|4|4|5|3|1|3|4|47
1047|65|¶Ç¶Ç|1|6|2|4|5|5|3|4|3|5|77
1048|65|¶Ç¶Ç|1|7|1|4|5|5|4|5|4|5|67
1049|65|¶Ç¶Ç|1|8|3|3|4|5|5|5|4|4|3
1050|65|¶Ç¶Ç|1|1|5|3|3|2|4|5|4|4|7
1051|65|¶Ç¶Ç|1|2|5|5|4|3|4|1|5|3|26
1052|65|¶Ç¶Ç|1|3|6|5|4|5|5|2|5|3|59
1053|82|¶Ç¶Ç|1|4|6|5|5|1|5|2|4|2|27
1054|51|¶Ç¶Ç|1|5|5|5|5|2|4|5|3|2|74
1055|51|¶Ç¶Ç|1|6|5|5|4|2|4|3|3|2|47
1056|51|¶Ç¶Ç|1|7|5|5|4|3|3|4|5|3|63
1057|51|¶Ç¶Ç|1|8|4|5|3|3|3|3|2|3|27
1058|51|¶Ç¶Ç|1|0|4|3|2|1|2|4|1|4|59
1059|51|¶Ç¶Ç|1|1|4|3|2|2|2|2|4|4|68
1060|52|¶Ç¶Ç|1|2|4|3|2|3|2|3|3|5|16
1061|52|¶Ç¶Ç|1|6|5|2|2|3|1|5|5|3|78
1062|52|¶Ç¶Ç|1|7|5|2|3|4|1|1|4|4|45
1063|52|¶Ç¶Ç|1|8|4|1|2|4|1|2|4|2|44
1064|53|¶Ç¶Ç|1|0|4|1|1|5|2|2|3|3|66
1065|53|¶Ç¶Ç|1|1|3|1|2|5|2|3|2|5|19
1066|53|¶Ç¶Ç|1|2|4|1|1|4|2|3|3|1|62
1067|53|¶Ç¶Ç|1|0|3|1|1|3|2|1|5|2|51
1068|54|¶Ç¶Ç|1|1|2|2|2|3|1|2|3|2|56
1069|54|¶Ç¶Ç|1|2|2|2|2|2|1|3|1|3|77
1070|54|¶Ç¶Ç|1|3|1|3|2|1|2|3|3|3|44
1071|54|¶Ç¶Ç|1|4|1|3|2|1|2|4|2|1|23
1072|65|¶Ç¶Ç|1|5|2|3|2|2|3|4|4|2|64
1073|55|¶Ç¶Ç|1|6|2|4|3|2|4|5|3|3|51
1074|67|¶Ç¶Ç|1|7|3|4|1|3|4|5|4|3|50
1075|45|¶Ç¶Ç|1|8|3|5|1|3|5|4|5|4|48
1076|54|¶Ç¶Ç|1|1|4|5|1|4|5|3|2|4|49
1077|34|¶Ç¶Ç|1|2|5|4|1|3|5|3|1|5|27
1078|82|¶Ç¶Ç|1|3|5|3|2|3|5|2|1|5|53
1079|82|¶Ç¶Ç|1|4|5|3|2|2|4|1|1|4|51
1080|54|¶Ç¶Ç|1|5|4|2|3|5|4|1|2|3|11
1081|56|¶Ç¶Ç|1|6|4|2|3|5|3|2|3|3|45
1082|56|¶Ç¶Ç|1|7|4|1|4|5|3|2|3|2|4
1083|58|¶Ç¶Ç|1|8|3|1|4|5|2|3|3|1|2
1084|58|¶Ç¶Ç|1|0|3|5|4|5|2|3|4|1|63
1085|58|¶Ç¶Ç|1|1|3|1|5|1|1|4|4|2|66
1086|82|¶Ç¶Ç|1|2|2|2|5|1|1|3|1|2|46
1087|149|³×³×|2|0|2|1|4|1|1|3|5|3|21
1088|149|³×³×|2|1|3|3|3|1|2|2|5|3|22
1089|149|³×³×|2|2|4|4|3|2|2|4|4|4|6
1090|149|³×³×|2|3|3|3|5|5|2|3|4|3|22
1091|149|³×³×|2|4|2|4|2|3|3|5|5|3|5
1092|149|³×³×|2|5|1|1|1|1|1|4|4|2|21
1093|149|³×³×|2|6|4|2|4|5|5|4|5|2|22
1094|149|³×³×|2|7|1|3|3|1|2|3|4|5|21
1095|149|³×³×|2|8|5|4|5|4|4|5|5|4|6
1096|149|³×³×|2|1|4|1|4|1|5|4|5|1|21
1097|150|³×³×|2|2|1|4|4|2|4|3|3|3|5
1098|150|³×³×|2|3|3|3|3|3|3|3|3|5|6
1099|150|³×³×|2|4|2|2|2|4|2|4|2|4|6
1100|150|³×³×|2|5|3|3|3|1|2|5|2|1|22
1101|150|³×³×|2|5|5|5|5|5|1|2|3|1|27
1102|150|³×³×|2|5|1|2|3|2|2|3|3|3|6
1103|150|³×³×|2|6|5|3|1|1|4|3|3|3|22
1104|150|³×³×|2|7|1|2|3|3|3|1|1|3|6
1105|150|³×³×|2|8|2|2|2|2|2|5|2|2|6
1106|150|³×³×|2|9|3|4|2|3|2|4|4|2|6
1107|119|³×³×|2|0|1|1|1|1|1|2|1|5|21
1108|119|³×³×|2|1|3|3|3|1|1|1|1|2|27
1109|119|³×³×|2|2|4|4|3|2|2|4|4|1|73
1110|119|³×³×|2|8|3|3|5|5|2|3|4|3|71
1111|119|³×³×|2|6|2|4|2|3|3|5|5|3|71
1112|119|³×³×|2|7|1|1|1|1|1|4|4|2|28
1113|120|³×³×|2|8|4|2|4|5|5|4|5|2|27
1114|120|³×³×|2|9|1|3|3|1|2|3|4|5|6
1115|120|³×³×|2|2|5|4|5|4|4|5|5|4|21
1116|120|³×³×|2|2|4|1|4|1|5|4|5|1|73
1117|120|³×³×|2|4|1|4|4|2|4|3|3|3|71
1118|120|³×³×|2|5|3|3|3|3|3|3|3|5|70
1119|120|³×³×|2|6|2|2|2|4|2|4|2|4|28
1120|120|³×³×|2|10|3|3|3|1|2|5|2|1|27
1121|121|³×³×|2|5|5|5|5|5|1|2|3|1|27
1122|121|³×³×|2|5|1|2|3|2|2|3|3|3|27
